Sample_id	DensityA	SenderAttrA	ReceiverAttrA	ReciprocityAttrA	ContagionArcA	ContagionReciprocityA	EgoIn2StarA	AlterIn2Star2A	EgoOut2StarA	AlterOut2Star2A	Mixed2StarA	T1TA	T3TA	T3CA	sport_oOA	alcohol_oOA	
0	20.0000	60.0000	52.0000	34.0000	40.0000	11.0000	70.0000	34.0000	70.0000	61.0000	129.0000	38.0000	20.0000	4.0000	35.0000	66.0000	
1	22.0000	51.0000	47.0000	30.0000	26.0000	6.0000	61.0000	24.0000	50.0000	35.0000	100.0000	34.0000	6.0000	0.0000	38.0000	75.0000	
2	14.0000	36.0000	35.0000	21.0000	19.0000	4.0000	54.0000	13.0000	36.0000	23.0000	76.0000	24.0000	7.0000	0.0000	22.0000	51.0000	
3	18.0000	48.0000	44.0000	29.0000	23.0000	6.0000	57.0000	21.0000	51.0000	31.0000	94.0000	32.0000	7.0000	1.0000	30.0000	63.0000	
4	13.0000	34.0000	29.0000	18.0000	13.0000	2.0000	43.0000	7.0000	35.0000	12.0000	63.0000	21.0000	4.0000	0.0000	21.0000	47.0000	
5	18.0000	43.0000	41.0000	28.0000	27.0000	9.0000	53.0000	21.0000	40.0000	35.0000	83.0000	25.0000	12.0000	3.0000	31.0000	65.0000	
6	17.0000	44.0000	43.0000	25.0000	24.0000	5.0000	66.0000	21.0000	45.0000	30.0000	100.0000	28.0000	8.0000	0.0000	27.0000	60.0000	
7	23.0000	53.0000	50.0000	35.0000	31.0000	11.0000	63.0000	23.0000	48.0000	35.0000	97.0000	35.0000	14.0000	2.0000	38.0000	80.0000	
8	17.0000	46.0000	40.0000	26.0000	22.0000	6.0000	57.0000	18.0000	52.0000	30.0000	95.0000	24.0000	5.0000	1.0000	29.0000	56.0000	
9	14.0000	36.0000	34.0000	20.0000	20.0000	4.0000	49.0000	13.0000	36.0000	27.0000	73.0000	23.0000	6.0000	0.0000	22.0000	52.0000	
10	15.0000	41.0000	39.0000	24.0000	24.0000	6.0000	59.0000	15.0000	43.0000	30.0000	88.0000	26.0000	9.0000	1.0000	24.0000	55.0000	
11	21.0000	58.0000	58.0000	35.0000	41.0000	12.0000	89.0000	41.0000	67.0000	47.0000	138.0000	42.0000	23.0000	4.0000	37.0000	74.0000	
12	14.0000	36.0000	30.0000	20.0000	19.0000	5.0000	43.0000	13.0000	42.0000	23.0000	71.0000	20.0000	7.0000	1.0000	22.0000	47.0000	
13	25.0000	63.0000	59.0000	40.0000	44.0000	13.0000	78.0000	32.0000	68.0000	57.0000	134.0000	46.0000	32.0000	6.0000	43.0000	87.0000	
14	15.0000	38.0000	36.0000	24.0000	19.0000	6.0000	56.0000	11.0000	40.0000	24.0000	83.0000	24.0000	6.0000	1.0000	24.0000	54.0000	
